user,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50,Item_51,Item_52,Item_53,Item_54,Item_55,Item_56,Item_57,Item_58,Item_59,Item_60,Item_61,Item_62,Item_63,Item_64,Item_65,Item_66,Item_67,Item_68,Item_69,Item_70,Item_71,Item_72,Item_73,Item_74,Item_75,Item_76,Item_77,Item_78,Item_79,Item_80,Item_81,Item_82,Item_83,Item_84,Item_85,Item_86,Item_87,Item_88,Item_89,Item_90,Item_91,Item_92,Item_93,Item_94,Item_95,Item_96,Item_97,Item_98,Item_99,Item_100,Item_101,Item_102,Item_103,Item_104,Item_105,Item_106,Item_107,Item_108,Item_109,Item_110,Item_111,Item_112,Item_113,Item_114,Item_115,Item_116,Item_117,Item_118,Item_119,Item_120,Item_121,Item_122,Item_123,Item_124,Item_125,Item_126,Item_127,Item_128,Item_129,Item_130,Item_131,Item_132,Item_133,Item_134,Item_135,Item_136,Item_137,Item_138,Item_139,Item_140,Item_141,Item_142,Item_143,Item_144,Item_145,Item_146,Item_147,Item_148,Item_149,Item_150,Item_151,Item_152,Item_153,Item_154,Item_155,Item_156,Item_157,Item_158,Item_159,Item_160,Item_161,Item_162,Item_163,Item_164,Item_165,Item_166,Item_167,Item_168,Item_169,Item_170,Item_171,Item_172,Item_173,Item_174,Item_175,Item_176,Item_177,Item_178,Item_179,Item_180,Item_181,Item_182,Item_183,Item_184,Item_185,Item_186,Item_187,Item_188,Item_189,Item_190,Item_191,Item_192,Item_193,Item_194,Item_195,Item_196,Item_197,Item_198,Item_199,Item_200,Item_201,Item_202,Item_203,Item_204,Item_205,Item_206,Item_207,Item_208,Item_209,Item_210,Item_211,Item_212,Item_213,Item_214,Item_215,Item_216,Item_217,Item_218,Item_219,Item_220,Item_221,Item_222,Item_223,Item_224,Item_225,Item_226,Item_227,Item_228,Item_229,Item_230,Item_231,Item_232,Item_233,Item_234,Item_235,Item_236,Item_237,Item_238,Item_239,Item_240,Item_241,Item_242,Item_243,Item_244,Item_245,Item_246,Item_247,Item_248,Item_249,Item_250,Item_251,Item_252,Item_253,Item_254,Item_255,Item_256,Item_257,Item_258,Item_259,Item_260,Item_261,Item_262,Item_263,Item_264,Item_265,Item_266,Item_267,Item_268,Item_269,Item_270,Item_271,Item_272,Item_273,Item_274,Item_275,Item_276,Item_277,Item_278,Item_279,Item_280,Item_281,Item_282,Item_283,Item_284,Item_285,Item_286,Item_287,Item_288,Item_289,Item_290,Item_291,Item_292,Item_293,Item_294,Item_295,Item_296,Item_297,Item_298,Item_299,Item_300
User_300,3,3,1,,,2,2,1,5,,5,1,3,4,4,2,,2,,,2,,,,3,1,2,1,,,3,,5,,5,3,2,4,4,,5,2,,,5,,,,,,2,3,5,5,,1,,,2,4,4,,1,,,,1,3,,5,,,2,1,,5,1,3,4,3,,,2,1,,,1,3,5,4,4,5,1,4,2,,,2,,3,3,,,,2,,5,3,1,1,4,3,,,5,,,,4,4,5,2,5,3,5,,,1,1,2,2,4,1,3,,5,,,3,4,2,,3,1,4,,2,,1,,1,5,,,4,1,2,,3,,1,,2,1,2,1,3,5,1,,4,4,,3,,,,3,3,,,,,3,2,1,,3,,3,5,3,3,,4,,4,4,2,,5,,3,1,5,1,4,,1,2,2,3,3,4,,5,,5,,,2,,,4,,4,3,3,4,5,,,4,5,1,,,,,3,,,4,4,1,5,2,,2,3,2,2,2,5,,1,,4,2,,,4,,1,2,1,2,4,,1,4,,1,4,5,5,,,,,,5,4,,5,2,1,5,,,4,2,,,1,2,,1,1,
User_301,1,2,4,,4,,2,3,3,5,4,,,2,4,1,2,2,,4,3,2,4,2,4,2,1,3,3,5,1,,5,1,,,4,,3,,,,5,,2,4,3,,3,5,2,,5,,,3,1,,2,,,2,2,4,5,3,,4,5,,,,,2,,3,4,,4,1,,,,,1,1,,1,,3,,1,,,,,5,4,,1,2,1,,3,,5,2,3,4,4,5,,,5,2,,,,,,4,5,,,1,,,,,3,2,,2,5,2,5,,4,,2,,1,3,,4,2,,3,2,1,,1,4,1,3,,2,,,,,4,,2,1,,,,,2,3,2,2,1,4,3,,4,,3,,3,,4,,2,2,,,3,1,,4,2,3,,4,3,,4,3,,5,,,2,3,2,,1,2,,,3,,5,1,3,,,,,,3,,3,3,3,1,3,,3,,4,,,1,4,1,2,,3,4,,1,1,,,5,,,1,5,,,4,,,,4,,3,1,4,2,1,,,,,,5,1,,1,3,1,4,,4,,2,,1,1,,,1,4,4,3,5,4,4,2,,5,4,,
User_302,1,,,1,5,,4,5,5,2,,5,1,2,,4,,,2,3,3,4,,3,1,1,,,,,,2,2,2,1,,3,4,4,4,,3,5,5,3,,3,,1,3,,3,1,,2,3,2,,4,1,,5,1,3,,4,,,3,,,,,2,,1,1,3,,,4,3,,,,5,3,,5,1,,,,,3,1,4,,4,1,4,1,1,2,5,1,2,1,,,,,,5,3,2,3,4,4,2,,,,2,3,,,1,5,,,,4,4,4,4,2,5,1,5,2,,,,4,,5,,,4,4,,4,1,2,2,,2,,5,4,,1,,,,1,,1,,,,3,5,3,,1,,,1,2,,1,4,1,,,3,3,,,1,3,4,4,5,2,,1,5,3,2,1,5,4,5,2,,3,4,2,4,,3,1,3,3,,,,,,,3,,2,4,,1,3,,,,,,4,4,5,,3,4,1,1,5,1,3,4,3,4,5,1,1,3,2,5,5,1,,4,2,,2,5,1,,5,5,1,,2,2,,,,,4,,3,2,,1,,3,2,,,,,3,,,2,4,2,,,2,2,,5
User_303,4,,,4,,2,4,,4,,5,5,5,3,5,,2,,1,1,,4,,,3,4,3,,,5,,,5,,2,,4,,3,5,,,5,2,4,2,4,,1,,1,,,4,,2,1,,2,2,1,1,2,1,,,5,3,1,4,1,2,1,1,,,,3,1,5,,3,,3,,5,,,,,2,5,,4,4,2,,,,3,5,2,5,3,5,1,2,5,,4,,4,,5,5,,,,1,4,,4,,,5,3,,2,2,,5,5,,,,4,2,,1,3,4,4,2,5,3,,4,3,4,3,,1,4,5,,3,2,3,3,5,1,2,5,5,3,,1,,1,4,1,,,1,1,,,3,3,,,1,5,3,1,,,,,4,1,,3,1,,4,2,1,1,1,1,,,2,,5,5,5,4,4,,,,3,,1,4,,2,4,4,3,,4,,2,,5,3,2,,,,3,3,,4,,5,2,3,3,4,,,5,,,3,,,,,,1,,,,2,5,,,2,,,3,5,,,1,2,,,1,4,,2,5,1,4,,2,,3,,,1,,1,4,,,1,5,4,3,,3,,3
User_304,,2,4,5,,5,2,,3,1,1,1,,3,5,3,5,5,3,4,3,4,,3,3,3,3,,4,1,4,,,1,4,,2,,,5,,,,,,,,,,,2,2,5,1,5,,5,,5,,,2,2,1,2,,2,,,2,,,,4,1,,,4,1,4,,3,3,5,,1,1,1,,5,,3,1,2,,3,,,1,,3,1,3,2,,,4,,,4,5,1,1,,1,,1,5,2,3,1,3,2,,4,,4,5,5,,,,2,2,4,,1,3,,,2,,5,1,2,5,,,1,,1,3,5,3,4,1,4,,5,1,4,2,5,4,3,1,,1,,,3,4,3,4,4,4,,,4,,4,1,,,2,,3,2,,1,2,2,2,,1,5,1,,,,1,5,5,,,,,2,,3,4,,,1,5,,,4,,4,,5,,5,3,,5,2,4,3,5,3,4,,,5,4,2,,3,,,1,,1,,,,,,,,3,,,,3,3,,4,4,3,4,,,,2,,,,3,4,3,,4,3,4,4,3,,,3,1,4,,3,1,4,4,3,,,,2,4,5,,,,1
User_305,5,5,4,1,1,,,5,4,3,3,,,5,,1,4,2,3,5,,,,4,,,3,1,,4,3,,,,,,3,,,4,2,,5,,,,,,3,1,3,5,2,,,,3,3,1,4,,,,,2,,2,5,3,1,,4,5,2,,5,,3,5,3,,,,,,,5,3,4,1,1,,,3,,5,1,,5,,1,,5,3,,5,,3,,2,,,1,,,2,3,3,3,,2,,,,1,4,3,,4,,4,,1,,4,,1,5,,,1,,1,2,1,3,,,4,,1,3,4,3,,,2,2,,5,5,1,,3,4,2,,3,,,2,,5,,3,,,,,5,3,,1,4,5,1,,3,3,1,,,,1,5,,,3,,3,5,,5,,4,4,4,,3,,,,4,4,4,,,,1,2,5,,,4,5,5,,5,1,1,5,1,4,,2,,5,,4,1,5,2,4,,2,4,2,3,3,,3,4,,,,4,4,,5,4,2,3,3,4,1,,4,,,1,3,5,,2,5,2,2,,,,2,1,2,,4,,,,5,,4,1,4,,3,5,,3,,2
User_306,,3,,3,5,,,,3,2,,3,2,,2,3,1,,2,1,,,5,,2,1,2,5,,1,1,,5,1,1,5,4,4,,,,,2,3,1,,,4,1,1,,1,3,2,1,3,5,3,,4,,4,2,4,,1,,1,4,1,,3,4,,,2,5,,3,,4,5,,,3,,1,3,,2,,,5,1,5,4,4,,4,5,1,,3,2,4,,,4,,3,5,2,,2,3,,,,1,2,,5,4,,3,5,1,5,2,,2,2,,,,5,5,5,3,,,2,2,4,5,4,,2,,1,,,5,,,,5,,1,4,2,5,2,,,,1,,,5,,4,,,,2,5,,,4,5,2,,2,5,5,3,4,,5,,3,,,,,4,,,1,5,,1,,,1,5,3,,4,4,1,,,,1,5,4,,5,3,4,3,2,4,1,,3,3,,,,,4,,2,,4,5,,2,1,,,1,5,2,5,,,4,3,,3,,5,1,2,4,,,,2,2,2,2,,,,5,,4,5,5,3,4,3,,2,,5,,,,,,,3,2,1,3,,3,,,2,,,,
User_307,,,4,4,,1,1,3,,1,2,4,,,1,4,2,3,5,,3,,,2,2,2,4,5,,2,3,,,1,4,,,3,3,,5,,,1,,5,3,,3,,3,,,2,,3,,2,,3,1,3,2,3,5,,3,,3,2,4,,3,4,5,4,,5,,4,4,4,2,4,1,1,5,,,5,,5,2,,4,3,,,,1,5,,,5,,,3,2,,1,2,,,4,,5,3,1,,2,5,2,5,,1,,5,5,,3,2,1,3,2,,,4,1,2,,5,3,5,5,1,,2,4,,,,2,,1,5,,1,2,,1,,5,4,,5,3,,,,,3,,,,,5,,,1,4,,5,,4,3,,3,,,,2,2,1,1,1,2,,,1,,5,5,,,,4,,5,3,,,4,3,2,1,2,4,,,1,,,,2,,2,1,4,4,,,3,,5,2,,,4,2,,3,,2,,5,,,4,2,,5,5,2,2,,1,,1,,4,5,2,,,,,3,1,,3,1,4,,,,3,1,3,,,5,4,,,,,,,4,2,3,1,,,,5,4,,3,2
User_308,,,1,2,1,,2,,,2,5,1,,2,2,4,5,2,4,3,,3,1,,1,3,,1,4,,,,,1,2,,1,,,5,,3,4,3,5,,1,3,,4,2,,,5,3,2,,5,2,3,,,1,3,3,,,1,,,2,3,,1,5,3,,,3,,5,,1,,3,4,2,,2,4,3,4,2,2,1,5,2,3,5,2,5,1,5,5,1,,5,5,3,4,5,3,,1,,2,,,5,,4,3,,,2,2,,5,1,3,,,3,2,2,1,,,,3,,,1,,,,,4,3,4,4,,3,,,4,,1,5,3,,5,,3,,2,2,,3,1,,,4,2,,1,,4,1,1,3,5,1,,1,4,3,3,2,3,1,,4,3,5,5,2,,5,2,4,4,1,1,,2,,5,5,2,,5,,,,5,3,5,2,1,,1,3,,1,,3,5,1,,4,5,,,5,2,1,4,5,,2,,3,,2,,,3,,,,3,5,,5,3,2,,5,5,1,2,5,2,,,1,1,3,1,4,2,3,5,3,4,,,,3,,2,,,,3,2,2,3,,2,3,4,4,1,,,,,2
User_309,1,,,5,,,,5,,3,,4,,1,5,,,5,5,3,,4,5,4,,5,4,5,5,,,,,1,1,1,,3,,3,4,,3,5,,,,,5,2,3,5,,3,2,,3,1,2,,2,3,,1,2,,2,,,4,5,,1,2,1,5,2,3,2,1,5,,1,4,1,3,1,,1,4,3,,3,1,,,2,4,,3,,4,2,,,2,,2,,,,,,4,5,4,,4,,5,2,,,,3,4,1,,1,,4,1,3,,5,3,,,,5,,,5,,,1,3,,,2,5,,,,1,1,,,3,,2,,,,2,,5,2,,3,2,5,3,,2,2,1,,1,,1,4,,1,4,3,3,2,4,,,,2,,,2,1,,,4,,4,3,5,3,5,4,4,,1,1,,2,1,5,2,,,,,,,5,5,5,4,3,5,2,,,,5,1,,3,5,1,,4,1,,4,,5,,2,3,3,5,,,2,,1,5,4,4,,,1,3,3,4,5,,2,,2,1,3,4,,,,2,3,1,2,3,,3,,,4,2,,1,,4,4,,3,4,,,2,,,
User_310,,,1,3,,,5,,2,1,,,3,3,,2,,3,4,,3,1,,2,,,4,4,,1,4,,5,5,,2,4,2,,,3,,,,,3,1,3,,5,,4,5,,4,,,3,,1,3,,,2,3,5,,,5,3,,,,3,1,5,,2,3,4,,,,,5,,1,4,3,1,4,,,1,2,5,,,,4,3,,2,2,,1,2,,1,1,,3,1,3,4,,,,,,,,,3,2,1,,4,1,1,4,1,,2,5,,5,3,,3,3,2,,,1,1,,4,,,1,3,3,2,4,1,,4,1,4,5,5,3,5,,,3,,2,2,,1,4,1,,3,,2,3,5,,2,,,4,2,5,5,,4,,,4,,,3,,,,4,,,5,,2,4,5,,1,2,,,1,4,,,,4,3,,1,5,2,2,3,2,,,,,,5,3,,2,5,,,,3,3,2,,3,,5,4,,3,1,5,5,3,,2,,1,2,3,4,2,5,5,,1,1,,,4,3,5,,3,,3,5,,3,2,3,5,,4,2,5,3,2,1,,,4,5,2,4,,1,4,5,4,
User_311,,4,,,,3,,2,,4,5,,3,,3,3,3,2,2,1,2,,,4,,,,4,1,1,,4,,1,,,1,3,1,,,5,1,3,,2,,,,4,3,4,4,,5,,,,,,3,2,5,,,,2,4,1,4,,2,,3,1,4,,2,1,4,4,5,,5,,1,3,,,,,1,4,,5,1,,5,4,1,4,2,,,2,,,1,5,,5,1,1,4,,5,3,3,,5,2,4,,,,5,3,,5,3,,,3,,2,,4,3,,,,,4,,4,,3,2,,5,5,,,1,5,,2,,2,4,,,1,,5,,1,2,1,5,5,,1,,,,1,1,3,,5,4,,3,3,,2,,,,,,4,3,,,,5,5,,,,,3,2,5,3,,3,1,2,,,2,5,4,1,2,4,3,3,5,2,1,5,,2,5,,5,4,4,,3,1,4,2,,1,4,4,1,3,4,3,5,,,5,3,5,,,,1,3,,,,,4,3,,4,2,4,,5,4,1,,1,4,3,2,,,,1,,4,5,,,,,,2,2,3,3,,,3,,2,,,3,1
User_312,5,2,4,,5,1,1,,4,,1,,,1,5,3,,,,2,3,2,,5,4,,2,,,,,,5,,5,3,,5,,,3,1,,3,1,,5,,3,,2,2,,1,,3,,,,1,4,4,5,4,,3,5,2,3,4,1,2,5,4,5,2,3,,5,1,,2,,1,4,,5,2,,4,,,2,,,4,5,3,,,,,5,4,2,4,4,,4,,,,4,,,4,2,,1,,4,1,2,,4,1,1,4,,4,5,2,4,3,3,,5,,1,2,,4,3,4,5,3,1,,,1,,4,,3,2,1,2,5,,5,3,2,5,,5,,5,5,,3,,,,5,2,1,3,2,1,4,5,,,3,4,,2,,,5,5,1,,5,2,3,4,,4,1,2,2,,,2,,,,,3,4,5,,5,1,,5,5,4,,,3,,4,,,,1,,,5,3,2,,3,4,,4,4,3,4,2,,4,,5,3,,,,,3,4,4,,,2,,4,,1,1,,2,,5,,5,3,4,5,,3,3,,2,,1,5,,,,3,2,,,3,4,4,,,1,,,,,2,1,,3
User_313,,3,,,1,,4,5,2,1,3,2,4,,5,,4,5,,3,1,1,4,4,1,,4,5,,4,,,3,,5,,4,3,,1,1,,,,5,4,3,2,,5,4,,2,5,4,4,,4,,3,,1,4,,5,4,4,1,,5,3,,,4,4,,2,,3,4,4,1,,,,5,3,,,,3,5,2,,1,,1,2,3,,2,4,,1,,,4,2,,3,5,3,1,,,5,,1,5,,3,,2,,3,4,,4,,3,,,,4,,4,1,,,,,3,5,4,,3,1,,2,2,,1,,2,,4,,,1,2,3,,5,5,,2,,,,1,1,3,5,3,3,3,,,,2,3,3,,4,,3,,3,2,4,,2,3,4,5,1,,,,3,1,2,1,,,,4,,4,,4,,4,5,,4,1,,,2,,5,1,5,,3,,4,,5,2,4,4,3,,,,,3,5,,1,,,2,1,2,,2,4,2,5,,3,,,,,4,,3,5,,,2,,4,1,,5,,,,1,,4,,2,,2,3,3,2,2,4,,2,3,,,1,2,5,5,5,2,2,3,4,1
User_314,1,5,,5,,5,1,,2,1,1,,4,3,5,2,5,1,,,,4,4,,1,1,,,4,1,1,3,,3,,4,,,,,,1,,4,1,,3,,1,,1,3,5,3,,,,,3,3,,5,5,,,,,4,1,,,2,4,1,4,5,2,4,3,3,4,,4,,3,,,,,,2,,1,,3,4,5,,,4,5,5,1,2,,,,1,4,,5,1,,4,,5,,1,1,,5,,3,,,,,,3,5,,1,,5,1,1,,,,,,,2,2,2,,1,3,,4,1,,1,4,,3,2,4,,1,3,2,2,1,3,5,,4,4,5,,5,5,5,3,3,4,4,5,5,4,,3,4,2,,,,4,,3,,,,2,,3,,4,5,3,1,,4,3,2,1,,3,4,2,3,5,4,3,,,,3,,,,,2,1,,,,,,1,3,1,2,4,,,1,5,,,,2,1,1,3,,3,,5,1,4,,,,2,3,3,,3,,4,,3,2,5,2,3,,3,,,,3,2,,3,,3,,5,,,5,4,2,1,,1,,,,,,4,1,,4,3,3
User_315,4,,,3,1,,1,4,1,4,,,2,,4,1,3,,3,2,,4,,3,2,,,,4,1,1,5,,,,5,4,,1,2,1,,2,3,1,4,5,,1,,3,3,3,3,,4,4,1,4,5,3,4,3,2,,,3,2,,4,1,3,2,5,5,,,,,,1,4,1,1,,1,2,,,1,,,5,4,,4,1,1,1,,5,,,4,5,,3,3,3,4,,5,,1,3,4,,1,2,,,,3,2,2,4,4,1,,5,1,,5,,3,,,,,2,4,3,,4,,3,2,,,3,4,,2,3,,,2,,,1,4,,,,,,,2,3,4,2,3,5,5,2,3,4,5,,,3,1,4,2,,5,5,5,5,,4,,,,3,2,,,3,4,1,3,3,4,1,5,,3,2,2,,,,3,,,,2,2,,,3,4,,2,,,1,4,3,,,2,,4,,,4,,4,1,,3,,,,,,4,,1,,5,,3,5,,4,,3,5,5,5,,,,,5,,5,2,4,,5,5,,,,,5,,5,2,1,,,1,3,2,,5,3,2,3,,,4,5,4,1
User_316,,4,2,4,2,,5,2,,3,,,4,2,5,3,3,,1,,5,2,4,1,,,,1,1,,,5,,,2,,5,1,4,4,,,3,,,4,,4,,4,5,5,,1,,4,1,2,1,2,4,4,1,1,,1,4,,,5,,,4,3,5,,4,2,2,,,2,,2,5,3,5,,,1,,,3,,1,,1,2,,,2,2,1,2,3,2,2,3,,2,3,,2,1,,,,2,,,,3,5,2,2,3,2,3,4,4,5,,,1,,,,4,,4,3,5,,2,4,,3,,,,3,,1,3,,,,,5,3,,1,4,5,5,3,,5,,,5,5,,5,,2,4,1,1,,,3,5,3,,4,5,,5,2,,,3,,3,2,2,,,,2,,4,4,3,,5,3,,4,,1,4,5,3,1,,,5,,3,5,3,2,3,1,4,3,1,4,,,,2,,2,,1,,,1,1,4,5,2,2,3,,,,,,,4,,,5,5,1,,1,5,1,,4,,5,5,5,3,,,1,,,5,,,1,,3,5,3,,,1,,1,4,,5,,,1,4,,1,2,,
User_317,,4,3,5,2,,3,2,5,,5,,4,2,,,1,,2,1,,4,3,,3,2,3,1,1,,4,1,,3,4,,,5,1,,,4,2,,3,3,,3,4,,,1,,,,,,,,,5,2,5,,4,,,,4,,5,,3,,,2,,4,,5,5,2,1,4,1,3,,,3,2,5,1,4,,5,2,3,,3,3,,,5,,5,,2,3,2,2,,2,,2,2,5,,,2,3,2,4,,5,,4,1,4,,3,,4,2,,4,1,1,5,,4,4,2,3,1,,1,5,5,,2,,2,,,,,5,,3,,4,,1,,,,,,,5,4,,2,4,5,2,,1,4,3,4,2,2,,,1,,,2,2,,3,4,5,,3,2,5,,3,,,3,4,4,,5,,,,1,2,3,3,4,,2,5,4,,3,1,5,3,,3,,1,,,1,,,,4,2,,3,,,,,,3,2,1,2,,1,5,5,2,4,,4,,1,,,5,3,5,3,,,,5,2,3,2,5,,,1,,2,,5,,1,4,,,,,4,5,,,,,,,,4,,3,,3,
User_318,,,,,,,,,,5,2,,,,,,,,4,,,1,,3,,1,,3,4,1,1,5,,,5,,5,,2,4,,5,,2,5,2,2,,3,4,1,5,,1,,,3,,,,2,1,2,3,,,4,,,,,,4,5,,4,5,,2,5,4,5,1,2,2,,3,4,2,,,1,,,,,5,,2,2,3,2,2,3,1,,,4,,3,3,,,4,3,3,5,4,1,1,,,1,4,5,2,4,4,1,3,,,,3,,3,,3,3,1,,4,1,5,,,4,3,,2,2,3,3,,2,1,,3,,,3,,,3,,,4,1,,1,1,5,,3,,,5,,5,1,5,,4,,,1,2,1,,5,,2,1,1,,,4,5,,1,3,3,5,,3,4,,,4,,3,,1,,1,4,1,,,2,2,,,3,2,,1,,3,1,3,1,4,1,5,2,2,,4,1,,5,,2,4,,2,,,,,,2,,2,1,,4,,2,1,5,5,,3,3,4,,2,5,4,4,,4,1,4,,2,,,2,,,5,3,2,,,,4,,4,2,2,1,,,,3,4
User_319,4,,5,1,5,3,4,,4,,,,,,,,,2,3,,5,3,5,3,5,4,3,5,3,4,3,5,2,2,2,5,3,,1,,4,3,3,1,,4,5,2,4,4,2,,,,,5,,4,,2,5,3,,5,5,,3,1,5,2,3,5,,4,1,4,,2,,1,2,2,5,,1,3,3,4,,,5,,3,2,3,,2,,4,4,2,2,5,3,4,2,5,,2,2,5,,,1,,3,4,3,,2,4,,4,3,3,5,3,1,,,3,,,5,,2,,5,1,5,3,2,,5,1,2,5,3,,4,4,1,5,3,5,2,2,3,3,3,4,,,4,,,4,,,4,,,,,5,5,3,,4,2,,,3,,4,5,,1,4,,,,,,,3,1,3,4,1,5,,2,,,4,3,3,,4,,,,3,5,5,,1,4,,,2,4,,4,,,,,3,,4,,4,4,,1,,3,2,,3,,,2,,,3,1,,5,5,,,4,,,4,1,5,,,,,2,4,2,,,,5,,,,,1,2,5,,,3,2,3,3,,,,,5,5,,,,1,3,,,,5,3
User_320,5,1,,5,2,,5,,5,,2,1,4,4,3,1,5,4,4,,1,4,5,,2,1,,5,2,,5,,,4,4,,,2,,,,2,2,3,1,2,,,3,,2,3,4,4,3,2,,1,,,,3,,,3,3,,,1,,5,1,,,5,4,4,,,3,5,,2,2,2,4,2,,,2,,5,4,4,2,2,,,5,,3,2,4,1,,,3,,4,4,3,1,5,2,2,,3,,2,5,5,3,,3,,5,,,1,4,5,,,4,4,3,3,1,1,,,5,,,,5,,5,,,2,,,,5,1,,5,5,3,4,,1,1,5,,3,,,,5,4,4,3,3,5,,5,3,2,5,5,3,3,,2,4,,4,2,2,1,2,1,,,5,,5,2,,3,4,3,2,,4,4,,1,2,2,5,,4,2,4,1,5,5,1,2,,,1,1,5,2,,,,2,,4,1,1,,,3,,4,4,,2,,,,5,2,3,,,2,1,2,,3,1,1,,2,,5,3,,2,,1,1,5,2,,,,,5,1,,3,,1,3,,3,4,4,,,2,,1,4,4,3,5,2,4,,,2
User_321,,,,,3,,2,,4,,3,1,5,1,,3,,,3,,,1,,2,2,,2,1,4,5,5,3,,1,2,3,,5,3,5,2,2,5,,,,,5,,4,4,,1,,,3,,,,3,2,1,2,4,5,3,,5,5,4,,2,4,,4,5,1,,,5,1,,1,3,,,2,5,,,,,,3,,1,,4,4,2,,1,,3,,1,3,3,5,3,1,2,1,,,1,,5,,5,4,,4,4,1,,4,1,,3,5,,,5,2,1,2,2,3,3,,4,,1,,,4,2,5,1,,4,4,3,2,4,2,,,,1,,,3,4,,1,3,5,,2,,,2,,1,5,,,,2,,2,,2,4,2,4,4,,3,,2,5,,4,3,3,1,,,4,,,,,,,5,5,4,3,2,5,1,1,,4,,,,2,,3,3,,1,,,5,,2,,5,4,1,,1,5,3,4,4,3,,2,,2,,3,4,3,,2,3,3,5,,2,,2,3,4,5,4,,4,,,4,5,3,4,4,4,3,,,3,3,2,1,,,2,,4,4,3,4,,,3,,5,1,2,,1,3,1
User_322,2,2,2,,,,,,2,1,4,2,1,4,4,3,3,,4,,,2,3,,5,4,5,2,,5,5,3,4,3,3,3,,,5,4,2,,2,1,5,,4,4,3,,,,,,3,5,,1,,4,,,2,4,4,,5,,2,,4,,,,2,5,5,1,2,,2,5,4,,5,,,4,,5,4,1,,2,,4,5,,2,2,,1,,3,3,4,,3,1,3,,2,,5,3,3,2,3,5,2,4,2,4,4,,,2,1,2,,2,2,2,,1,1,,1,2,5,,,4,4,5,5,,2,5,,1,,,5,2,,,,,,4,2,,,3,,,,,5,,3,4,1,4,,4,2,,,2,,,1,5,1,3,4,4,,1,1,,2,1,4,4,1,2,,,5,,3,,,3,5,3,,4,,5,1,4,4,3,,,3,4,,1,4,,1,2,5,,1,,5,1,5,,,1,,4,5,3,4,1,1,2,1,,5,5,3,5,4,,,,1,4,1,3,4,,,,,,,4,,,2,3,3,4,,1,2,5,,4,,,,4,4,2,,5,,,3,,5,2,2,4,,,4,3,
User_323,2,,4,1,2,5,3,2,4,2,1,5,4,1,1,,1,5,5,2,4,3,,3,,4,,2,5,3,,1,,2,5,2,2,,5,4,5,5,3,3,,4,1,,1,,,,1,1,,1,,5,1,,2,1,,1,,2,,,,,5,4,5,,2,2,,,,3,,1,4,,,2,,2,,4,5,,,3,3,,,2,5,4,2,2,3,3,1,1,,,,,3,,,5,2,2,1,2,,,3,1,,,2,4,1,,,3,5,,5,4,,2,5,,2,,,4,4,,,2,,3,3,1,,1,4,4,2,,,,5,5,,1,,1,5,5,,4,2,1,5,2,,1,5,2,,1,,,,,,2,3,1,,2,5,3,4,4,,3,,3,,,,,,,,5,,5,2,5,3,,,5,,,5,1,5,,2,3,3,4,5,4,5,5,,,,2,4,,3,2,,3,2,4,2,3,,4,,1,5,,3,,,,1,5,,1,1,4,,,5,,1,,,,,1,,,2,,4,,3,2,3,1,,,3,5,2,,1,3,2,,5,2,3,2,,,2,3,,1,4,,5,2
User_324,,,1,3,4,,5,,5,4,1,2,,4,3,5,5,4,,2,3,4,4,1,,5,5,1,2,2,4,,5,,1,1,4,3,,,,,3,,3,,5,,5,,1,5,,,5,,4,,,3,4,4,5,5,3,,,4,,5,,2,,5,4,,,,5,5,5,1,3,4,5,,4,4,2,,2,,3,,4,1,2,3,,2,3,,,1,1,,,2,1,1,2,,,,,4,2,4,4,,,4,,3,1,2,,,1,5,,2,5,,,4,2,3,4,,1,,1,,3,1,2,,3,1,3,,4,3,2,5,,,3,2,1,4,2,,3,2,1,4,1,4,,3,4,4,,5,,3,2,2,4,,1,,1,3,3,,1,3,1,3,2,2,1,,2,3,3,4,1,,2,4,4,,5,4,3,,,,,5,5,,,1,4,,5,,4,,4,5,3,,5,3,,2,2,5,,1,4,,1,,4,4,,3,2,,4,4,,1,,,4,,1,,4,,,3,,,2,,3,,5,,5,,1,1,1,,,5,,,5,,,,5,2,1,,,3,,,,3,1,2,1,4,,,5,
